alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
4.0,60,6,2,0,24007,204014,31,58,57,1,31,29,1,58,75b7ebbc56ed607b,"(55, 0)",1.0,,,1.0,32.0
4.0,60,6,2,0,24007,204014,32,56,55,1,32,28,1,56,75b7ebbc56ed607b,"(33, 1)",1.0,,,1.0,33.0
4.0,60,6,2,0,24007,204014,33,54,53,1,33,27,1,54,75b7ebbc56ed607b,"(3, 2)",1.0,,,1.0,34.0
4.0,60,6,2,0,24007,204014,34,52,50,1,34,26,1,52,75b7ebbc56ed607b,"(12, 0)",2.0,,,2.0,35.0
4.0,60,6,2,0,24007,204014,35,49,46,1,35,25,2,49,75b7ebbc56ed607b,"(8, 1)",2.0,,,2.0,36.0
4.0,60,6,2,0,24007,204014,36,47,42,1,36,24,2,47,75b7ebbc56ed607b,"(16, 0)",3.0,,,3.0,37.0
4.0,60,6,2,0,24007,204014,37,44,37,1,37,23,3,44,75b7ebbc56ed607b,"(29, 0)",4.0,,,4.0,38.0
4.0,60,6,2,0,24007,204014,38,41,31,1,38,22,4,41,75b7ebbc56ed607b,"(23, 1)",4.0,,,4.0,39.0
4.0,60,6,2,0,24007,204014,39,38,29,1,39,21,4,38,75b7ebbc56ed607b,"(54, 0)",4.0,,,4.0,40.0
4.0,60,6,2,0,24007,204014,40,36,27,1,40,20,4,36,75b7ebbc56ed607b,"(58, 1)",4.0,,,4.0,41.0
4.0,60,6,2,0,24007,204014,41,34,25,1,41,19,4,34,75b7ebbc56ed607b,"(24, 0)",4.0,,,4.0,42.0
4.0,60,6,2,0,24007,204014,42,32,23,1,42,18,4,32,75b7ebbc56ed607b,"(35, 0)",5.0,,,5.0,43.0
4.0,60,6,2,0,24007,204014,43,29,20,1,43,17,5,29,75b7ebbc56ed607b,"(40, 0)",5.0,,,5.0,44.0
4.0,60,6,2,0,24007,204014,44,27,19,1,44,16,5,27,75b7ebbc56ed607b,"(11, 1)",5.0,,,5.0,45.0
4.0,60,6,2,0,24007,204014,45,25,17,1,45,15,5,25,75b7ebbc56ed607b,"(10, 2)",5.0,,,5.0,46.0
4.0,60,6,2,0,24007,204014,46,23,15,1,46,14,5,23,75b7ebbc56ed607b,"(52, 2)",5.0,,,5.0,47.0
4.0,60,6,2,0,24007,204014,47,21,13,1,47,13,5,21,75b7ebbc56ed607b,"(22, 2)",5.0,,,5.0,48.0
4.0,60,6,2,0,24007,204014,48,19,12,1,48,12,5,19,75b7ebbc56ed607b,"(46, 1)",5.0,,,5.0,49.0
4.0,60,6,2,0,24007,204014,49,17,10,1,49,11,5,17,75b7ebbc56ed607b,"(36, 1)",5.0,,,5.0,50.0
4.0,60,6,2,0,24007,204014,50,15,8,1,50,10,5,15,75b7ebbc56ed607b,"(38, 2)",6.0,,,6.0,51.0
4.0,60,6,2,0,24007,204014,51,12,4,1,51,9,6,12,75b7ebbc56ed607b,"(14, 0)",6.0,,,6.0,52.0
4.0,60,6,2,0,24007,204014,52,10,2,1,52,8,6,10,75b7ebbc56ed607b,"(2, 0)",7.0,,,7.0,53.0
4.0,60,6,2,0,24007,204014,53,7,1,1,53,7,7,7,75b7ebbc56ed607b,"(44, 1)",6.0,,,6.0,54.0
4.0,60,6,2,0,24007,204014,54,6,0,1,54,6,6,6,75b7ebbc56ed607b,,,no_legal_move,0,,
