alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
1.0,60,10,3,1,31007,302014,0,180,180,1,0,60,0,180,43795fc7302c5fdf,"(39, 0)",0.0,,,0.0,1.0
1.0,60,10,3,1,31007,302014,1,176,176,1,1,59,0,176,43795fc7302c5fdf,"(3, 1)",0.0,,,0.0,2.0
1.0,60,10,3,1,31007,302014,2,172,172,1,2,58,0,172,43795fc7302c5fdf,"(9, 0)",0.0,,,0.0,3.0
1.0,60,10,3,1,31007,302014,3,169,169,1,3,57,0,169,43795fc7302c5fdf,"(8, 0)",0.0,,,0.0,4.0
1.0,60,10,3,1,31007,302014,4,165,165,1,4,56,0,165,43795fc7302c5fdf,"(44, 0)",0.0,,,0.0,5.0
1.0,60,10,3,1,31007,302014,5,160,160,1,5,55,0,160,43795fc7302c5fdf,"(7, 2)",0.0,,,0.0,6.0
1.0,60,10,3,1,31007,302014,6,157,157,1,6,54,0,157,43795fc7302c5fdf,"(24, 2)",0.0,,,0.0,7.0
1.0,60,10,3,1,31007,302014,7,153,153,1,7,53,0,153,43795fc7302c5fdf,"(51, 0)",0.0,,,0.0,8.0
1.0,60,10,3,1,31007,302014,8,150,150,1,8,52,0,150,43795fc7302c5fdf,"(26, 2)",0.0,,,0.0,9.0
1.0,60,10,3,1,31007,302014,9,145,145,1,9,51,0,145,43795fc7302c5fdf,"(32, 1)",0.0,,,0.0,10.0
1.0,60,10,3,1,31007,302014,10,143,143,1,10,50,0,143,43795fc7302c5fdf,"(10, 0)",0.0,,,0.0,11.0
1.0,60,10,3,1,31007,302014,11,139,139,1,11,49,0,139,43795fc7302c5fdf,"(34, 2)",0.0,,,0.0,12.0
1.0,60,10,3,1,31007,302014,12,136,136,1,12,48,0,136,43795fc7302c5fdf,"(43, 2)",0.0,,,0.0,13.0
1.0,60,10,3,1,31007,302014,13,133,133,1,13,47,0,133,43795fc7302c5fdf,"(46, 1)",0.0,,,0.0,14.0
1.0,60,10,3,1,31007,302014,14,130,130,1,14,46,0,130,43795fc7302c5fdf,"(31, 0)",0.0,,,0.0,15.0
1.0,60,10,3,1,31007,302014,15,127,127,1,15,45,0,127,43795fc7302c5fdf,"(15, 0)",0.0,,,0.0,16.0
1.0,60,10,3,1,31007,302014,16,123,123,1,16,44,0,123,43795fc7302c5fdf,"(41, 0)",0.0,,,0.0,17.0
1.0,60,10,3,1,31007,302014,17,120,120,1,17,43,0,120,43795fc7302c5fdf,"(12, 0)",0.0,,,0.0,18.0
1.0,60,10,3,1,31007,302014,18,116,116,1,18,42,0,116,43795fc7302c5fdf,"(35, 2)",0.0,,,0.0,19.0
1.0,60,10,3,1,31007,302014,19,112,112,1,19,41,0,112,43795fc7302c5fdf,"(0, 2)",0.0,,,0.0,20.0
1.0,60,10,3,1,31007,302014,20,109,109,1,20,40,0,109,43795fc7302c5fdf,"(37, 2)",0.0,,,0.0,21.0
1.0,60,10,3,1,31007,302014,21,103,103,1,21,39,0,103,43795fc7302c5fdf,"(58, 0)",0.0,,,0.0,22.0
1.0,60,10,3,1,31007,302014,22,100,100,1,22,38,0,100,43795fc7302c5fdf,"(57, 1)",0.0,,,0.0,23.0
1.0,60,10,3,1,31007,302014,23,97,97,1,23,37,0,97,43795fc7302c5fdf,"(55, 1)",0.0,,,0.0,24.0
1.0,60,10,3,1,31007,302014,24,92,92,1,24,36,0,92,43795fc7302c5fdf,"(23, 2)",0.0,,,0.0,25.0
1.0,60,10,3,1,31007,302014,25,89,89,1,25,35,0,89,43795fc7302c5fdf,"(18, 1)",0.0,,,0.0,26.0
1.0,60,10,3,1,31007,302014,26,86,86,1,26,34,0,86,43795fc7302c5fdf,"(20, 0)",0.0,,,0.0,27.0
1.0,60,10,3,1,31007,302014,27,84,84,1,27,33,0,84,43795fc7302c5fdf,"(27, 0)",0.0,,,0.0,28.0
1.0,60,10,3,1,31007,302014,28,81,81,1,28,32,0,81,43795fc7302c5fdf,"(45, 1)",0.0,,,0.0,29.0
