alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
5.0,60,10,3,1,35007,306014,0,180,180,1,0,60,0,180,cae2b5d031d6c99a,"(38, 2)",0.0,,,0.0,1.0
5.0,60,10,3,1,35007,306014,1,172,172,1,1,59,0,172,cae2b5d031d6c99a,"(51, 0)",0.0,,,0.0,2.0
5.0,60,10,3,1,35007,306014,2,161,161,1,2,58,0,161,cae2b5d031d6c99a,"(39, 1)",0.0,,,0.0,3.0
5.0,60,10,3,1,35007,306014,3,156,156,1,3,57,0,156,cae2b5d031d6c99a,"(30, 0)",0.0,,,0.0,4.0
5.0,60,10,3,1,35007,306014,4,147,147,1,4,56,0,147,cae2b5d031d6c99a,"(28, 1)",0.0,,,0.0,5.0
5.0,60,10,3,1,35007,306014,5,139,139,1,5,55,0,139,cae2b5d031d6c99a,"(50, 0)",0.0,,,0.0,6.0
5.0,60,10,3,1,35007,306014,6,133,133,1,6,54,0,133,cae2b5d031d6c99a,"(29, 0)",0.0,,,0.0,7.0
5.0,60,10,3,1,35007,306014,7,129,129,1,7,53,0,129,cae2b5d031d6c99a,"(1, 1)",0.0,,,0.0,8.0
5.0,60,10,3,1,35007,306014,8,125,125,1,8,52,0,125,cae2b5d031d6c99a,"(5, 1)",0.0,,,0.0,9.0
5.0,60,10,3,1,35007,306014,9,122,122,1,9,51,0,122,cae2b5d031d6c99a,"(22, 1)",0.0,,,0.0,10.0
5.0,60,10,3,1,35007,306014,10,117,117,1,10,50,0,117,cae2b5d031d6c99a,"(42, 0)",0.0,,,0.0,11.0
5.0,60,10,3,1,35007,306014,11,113,113,1,11,49,0,113,cae2b5d031d6c99a,"(13, 0)",0.0,,,0.0,12.0
5.0,60,10,3,1,35007,306014,12,110,110,1,12,48,0,110,cae2b5d031d6c99a,"(56, 0)",0.0,,,0.0,13.0
5.0,60,10,3,1,35007,306014,13,104,104,1,13,47,0,104,cae2b5d031d6c99a,"(40, 1)",0.0,,,0.0,14.0
5.0,60,10,3,1,35007,306014,14,102,102,1,14,46,0,102,cae2b5d031d6c99a,"(19, 1)",0.0,,,0.0,15.0
5.0,60,10,3,1,35007,306014,15,98,98,1,15,45,0,98,cae2b5d031d6c99a,"(4, 1)",0.0,,,0.0,16.0
5.0,60,10,3,1,35007,306014,16,95,95,1,16,44,0,95,cae2b5d031d6c99a,"(20, 2)",1.0,,,1.0,17.0
5.0,60,10,3,1,35007,306014,17,91,86,1,17,43,1,91,cae2b5d031d6c99a,"(11, 2)",1.0,,,1.0,18.0
5.0,60,10,3,1,35007,306014,18,89,85,1,18,42,1,89,cae2b5d031d6c99a,"(8, 2)",2.0,,,2.0,19.0
5.0,60,10,3,1,35007,306014,19,86,79,1,19,41,2,86,cae2b5d031d6c99a,"(45, 1)",3.0,,,3.0,20.0
5.0,60,10,3,1,35007,306014,20,82,72,1,20,40,3,82,cae2b5d031d6c99a,"(31, 2)",3.0,,,3.0,21.0
5.0,60,10,3,1,35007,306014,21,80,71,1,21,39,3,80,cae2b5d031d6c99a,"(21, 0)",3.0,,,3.0,22.0
5.0,60,10,3,1,35007,306014,22,76,69,1,22,38,3,76,cae2b5d031d6c99a,"(59, 2)",3.0,,,3.0,23.0
5.0,60,10,3,1,35007,306014,23,74,65,1,23,37,3,74,cae2b5d031d6c99a,"(46, 0)",4.0,,,4.0,24.0
5.0,60,10,3,1,35007,306014,24,70,61,1,24,36,4,70,cae2b5d031d6c99a,"(49, 0)",4.0,,,4.0,25.0
5.0,60,10,3,1,35007,306014,25,67,58,1,25,35,4,67,cae2b5d031d6c99a,"(2, 1)",4.0,,,4.0,26.0
5.0,60,10,3,1,35007,306014,26,65,55,1,26,34,4,65,cae2b5d031d6c99a,"(10, 0)",5.0,,,5.0,27.0
5.0,60,10,3,1,35007,306014,27,62,53,1,27,33,5,62,cae2b5d031d6c99a,"(57, 2)",4.0,,,4.0,28.0
5.0,60,10,3,1,35007,306014,28,61,52,1,28,32,4,61,cae2b5d031d6c99a,"(58, 0)",5.0,,,5.0,29.0
5.0,60,10,3,1,35007,306014,29,58,47,1,29,31,5,58,cae2b5d031d6c99a,"(18, 0)",5.0,,,5.0,30.0
5.0,60,10,3,1,35007,306014,30,56,45,1,30,30,5,56,cae2b5d031d6c99a,"(48, 2)",6.0,,,6.0,31.0
5.0,60,10,3,1,35007,306014,31,53,41,1,31,29,6,53,cae2b5d031d6c99a,"(25, 1)",7.0,,,7.0,32.0
5.0,60,10,3,1,35007,306014,32,50,36,1,32,28,7,50,cae2b5d031d6c99a,"(41, 2)",7.0,,,7.0,33.0
5.0,60,10,3,1,35007,306014,33,47,33,1,33,27,7,47,cae2b5d031d6c99a,"(15, 2)",8.0,,,8.0,34.0
