alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
4.0,60,3,1,0,14007,104014,34,51,46,1,34,26,3,51,d47cffbc0fcc2ab3,"(38, 0)",3.0,,,3.0,35.0
4.0,60,3,1,0,14007,104014,35,49,44,1,35,25,3,49,d47cffbc0fcc2ab3,"(21, 2)",4.0,,,4.0,36.0
4.0,60,3,1,0,14007,104014,36,45,37,1,36,24,4,45,d47cffbc0fcc2ab3,"(9, 1)",5.0,,,5.0,37.0
4.0,60,3,1,0,14007,104014,37,41,32,1,37,23,5,41,d47cffbc0fcc2ab3,"(41, 2)",6.0,,,6.0,38.0
4.0,60,3,1,0,14007,104014,38,38,26,1,38,22,6,38,d47cffbc0fcc2ab3,"(4, 2)",7.0,,,7.0,39.0
4.0,60,3,1,0,14007,104014,39,35,22,1,39,21,7,35,d47cffbc0fcc2ab3,"(18, 0)",7.0,,,7.0,40.0
4.0,60,3,1,0,14007,104014,40,33,20,1,40,20,7,33,d47cffbc0fcc2ab3,"(37, 2)",7.0,,,7.0,41.0
4.0,60,3,1,0,14007,104014,41,31,18,1,41,19,7,31,d47cffbc0fcc2ab3,"(30, 0)",8.0,,,8.0,42.0
4.0,60,3,1,0,14007,104014,42,28,14,1,42,18,8,28,d47cffbc0fcc2ab3,"(5, 0)",9.0,,,9.0,43.0
4.0,60,3,1,0,14007,104014,43,25,9,1,43,17,9,25,d47cffbc0fcc2ab3,"(45, 1)",10.0,,,10.0,44.0
4.0,60,3,1,0,14007,104014,44,22,8,1,44,16,10,22,d47cffbc0fcc2ab3,"(58, 0)",9.0,,,9.0,45.0
4.0,60,3,1,0,14007,104014,45,21,7,1,45,15,9,21,d47cffbc0fcc2ab3,"(29, 0)",10.0,,,10.0,46.0
4.0,60,3,1,0,14007,104014,46,18,4,1,46,14,10,18,d47cffbc0fcc2ab3,"(22, 0)",11.0,,,11.0,47.0
4.0,60,3,1,0,14007,104014,47,15,1,1,47,13,11,15,d47cffbc0fcc2ab3,"(36, 0)",12.0,,,12.0,48.0
4.0,60,3,1,0,14007,104014,48,12,0,1,48,12,12,12,d47cffbc0fcc2ab3,,,no_legal_move,0,,
