alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
3.0,60,13,4,1,43007,404014,19,96,96,1,19,41,0,96,3d0679198e6c3462,"(30, 2)",0.0,,,0.0,20.0
3.0,60,13,4,1,43007,404014,20,92,92,1,20,40,0,92,3d0679198e6c3462,"(10, 1)",0.0,,,0.0,21.0
3.0,60,13,4,1,43007,404014,21,89,89,1,21,39,0,89,3d0679198e6c3462,"(47, 1)",0.0,,,0.0,22.0
3.0,60,13,4,1,43007,404014,22,86,86,1,22,38,0,86,3d0679198e6c3462,"(39, 1)",0.0,,,0.0,23.0
3.0,60,13,4,1,43007,404014,23,83,83,1,23,37,0,83,3d0679198e6c3462,"(15, 1)",0.0,,,0.0,24.0
3.0,60,13,4,1,43007,404014,24,81,81,1,24,36,0,81,3d0679198e6c3462,"(55, 1)",0.0,,,0.0,25.0
3.0,60,13,4,1,43007,404014,25,78,78,1,25,35,0,78,3d0679198e6c3462,"(42, 2)",0.0,,,0.0,26.0
3.0,60,13,4,1,43007,404014,26,75,75,1,26,34,0,75,3d0679198e6c3462,"(9, 2)",0.0,,,0.0,27.0
3.0,60,13,4,1,43007,404014,27,72,72,1,27,33,0,72,3d0679198e6c3462,"(54, 1)",0.0,,,0.0,28.0
3.0,60,13,4,1,43007,404014,28,69,69,1,28,32,0,69,3d0679198e6c3462,"(25, 2)",0.0,,,0.0,29.0
3.0,60,13,4,1,43007,404014,29,66,66,1,29,31,0,66,3d0679198e6c3462,"(52, 2)",0.0,,,0.0,30.0
3.0,60,13,4,1,43007,404014,30,63,63,1,30,30,0,63,3d0679198e6c3462,"(22, 0)",0.0,,,0.0,31.0
3.0,60,13,4,1,43007,404014,31,60,60,1,31,29,0,60,3d0679198e6c3462,"(27, 1)",0.0,,,0.0,32.0
3.0,60,13,4,1,43007,404014,32,58,58,1,32,28,0,58,3d0679198e6c3462,"(38, 1)",0.0,,,0.0,33.0
3.0,60,13,4,1,43007,404014,33,55,55,1,33,27,0,55,3d0679198e6c3462,"(23, 2)",0.0,,,0.0,34.0
3.0,60,13,4,1,43007,404014,34,53,53,1,34,26,0,53,3d0679198e6c3462,"(33, 2)",0.0,,,0.0,35.0
3.0,60,13,4,1,43007,404014,35,51,51,1,35,25,0,51,3d0679198e6c3462,"(29, 2)",0.0,,,0.0,36.0
3.0,60,13,4,1,43007,404014,36,49,49,1,36,24,0,49,3d0679198e6c3462,"(0, 1)",0.0,,,0.0,37.0
3.0,60,13,4,1,43007,404014,37,47,47,1,37,23,0,47,3d0679198e6c3462,"(6, 2)",0.0,,,0.0,38.0
3.0,60,13,4,1,43007,404014,38,44,44,1,38,22,0,44,3d0679198e6c3462,"(12, 2)",0.0,,,0.0,39.0
3.0,60,13,4,1,43007,404014,39,42,42,1,39,21,0,42,3d0679198e6c3462,"(3, 0)",1.0,,,1.0,40.0
3.0,60,13,4,1,43007,404014,40,39,39,1,40,20,1,39,3d0679198e6c3462,"(40, 1)",0.0,,,0.0,41.0
3.0,60,13,4,1,43007,404014,41,38,38,1,41,19,0,38,3d0679198e6c3462,"(5, 0)",1.0,,,1.0,42.0
3.0,60,13,4,1,43007,404014,42,35,33,1,42,18,1,35,3d0679198e6c3462,"(43, 2)",2.0,,,2.0,43.0
3.0,60,13,4,1,43007,404014,43,32,28,1,43,17,2,32,3d0679198e6c3462,"(44, 2)",2.0,,,2.0,44.0
3.0,60,13,4,1,43007,404014,44,30,25,1,44,16,2,30,3d0679198e6c3462,"(51, 2)",2.0,,,2.0,45.0
3.0,60,13,4,1,43007,404014,45,28,24,1,45,15,2,28,3d0679198e6c3462,"(53, 2)",2.0,,,2.0,46.0
3.0,60,13,4,1,43007,404014,46,26,22,1,46,14,2,26,3d0679198e6c3462,"(20, 1)",2.0,,,2.0,47.0
3.0,60,13,4,1,43007,404014,47,24,20,1,47,13,2,24,3d0679198e6c3462,"(4, 1)",2.0,,,2.0,48.0
3.0,60,13,4,1,43007,404014,48,22,18,1,48,12,2,22,3d0679198e6c3462,"(18, 0)",2.0,,,2.0,49.0
3.0,60,13,4,1,43007,404014,49,20,17,1,49,11,2,20,3d0679198e6c3462,"(24, 1)",1.0,,,1.0,50.0
3.0,60,13,4,1,43007,404014,50,19,16,1,50,10,1,19,3d0679198e6c3462,"(26, 1)",2.0,,,2.0,51.0
3.0,60,13,4,1,43007,404014,51,16,12,1,51,9,2,16,3d0679198e6c3462,"(14, 2)",3.0,,,3.0,52.0
3.0,60,13,4,1,43007,404014,52,13,8,1,52,8,3,13,3d0679198e6c3462,"(48, 1)",4.0,,,4.0,53.0
3.0,60,13,4,1,43007,404014,53,10,4,1,53,7,4,10,3d0679198e6c3462,"(21, 1)",4.0,,,4.0,54.0
3.0,60,13,4,1,43007,404014,54,8,3,1,54,6,4,8,3d0679198e6c3462,"(35, 1)",4.0,,,4.0,55.0
3.0,60,13,4,1,43007,404014,55,6,2,1,55,5,4,6,3d0679198e6c3462,"(56, 1)",4.0,,,4.0,56.0
3.0,60,13,4,1,43007,404014,56,4,1,1,56,4,4,4,3d0679198e6c3462,"(34, 0)",3.0,,,3.0,57.0
3.0,60,13,4,1,43007,404014,57,3,0,1,57,3,3,3,3d0679198e6c3462,,,no_legal_move,0,,
