alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,colored_count,uncolored_count,unit_vertex_count,available_moves_now,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_colored_after
5.0,60,7,2,1,25007,206014,24,73,73,1,24,36,0,73,a39f229b9f2c6efe,"(33, 2)",0.0,,,0.0,25.0
5.0,60,7,2,1,25007,206014,25,71,71,1,25,35,0,71,a39f229b9f2c6efe,"(32, 2)",0.0,,,0.0,26.0
5.0,60,7,2,1,25007,206014,26,68,68,1,26,34,0,68,a39f229b9f2c6efe,"(54, 2)",1.0,,,1.0,27.0
5.0,60,7,2,1,25007,206014,27,65,62,1,27,33,1,65,a39f229b9f2c6efe,"(38, 1)",2.0,,,2.0,28.0
5.0,60,7,2,1,25007,206014,28,62,52,1,28,32,2,62,a39f229b9f2c6efe,"(6, 1)",2.0,,,2.0,29.0
5.0,60,7,2,1,25007,206014,29,60,51,1,29,31,2,60,a39f229b9f2c6efe,"(18, 0)",4.0,,,4.0,30.0
5.0,60,7,2,1,25007,206014,30,56,43,1,30,30,4,56,a39f229b9f2c6efe,"(31, 0)",5.0,,,5.0,31.0
5.0,60,7,2,1,25007,206014,31,53,38,1,31,29,5,53,a39f229b9f2c6efe,"(44, 0)",6.0,,,6.0,32.0
5.0,60,7,2,1,25007,206014,32,50,34,1,32,28,6,50,a39f229b9f2c6efe,"(53, 0)",7.0,,,7.0,33.0
5.0,60,7,2,1,25007,206014,33,47,30,1,33,27,7,47,a39f229b9f2c6efe,"(15, 1)",7.0,,,7.0,34.0
5.0,60,7,2,1,25007,206014,34,45,28,1,34,26,7,45,a39f229b9f2c6efe,"(2, 0)",8.0,,,8.0,35.0
5.0,60,7,2,1,25007,206014,35,42,26,1,35,25,8,42,a39f229b9f2c6efe,"(22, 0)",8.0,,,8.0,36.0
5.0,60,7,2,1,25007,206014,36,40,25,1,36,24,8,40,a39f229b9f2c6efe,"(1, 1)",7.0,,,7.0,37.0
5.0,60,7,2,1,25007,206014,37,39,24,1,37,23,7,39,a39f229b9f2c6efe,"(55, 1)",8.0,,,8.0,38.0
5.0,60,7,2,1,25007,206014,38,36,20,1,38,22,8,36,a39f229b9f2c6efe,"(34, 1)",9.0,,,9.0,39.0
5.0,60,7,2,1,25007,206014,39,33,18,1,39,21,9,33,a39f229b9f2c6efe,"(8, 1)",9.0,,,9.0,40.0
5.0,60,7,2,1,25007,206014,40,31,17,1,40,20,9,31,a39f229b9f2c6efe,"(52, 1)",10.0,,,10.0,41.0
5.0,60,7,2,1,25007,206014,41,28,11,1,41,19,10,28,a39f229b9f2c6efe,"(49, 1)",10.0,,,10.0,42.0
5.0,60,7,2,1,25007,206014,42,26,10,1,42,18,10,26,a39f229b9f2c6efe,"(56, 1)",10.0,,,10.0,43.0
5.0,60,7,2,1,25007,206014,43,24,8,1,43,17,10,24,a39f229b9f2c6efe,"(9, 1)",10.0,,,10.0,44.0
5.0,60,7,2,1,25007,206014,44,22,7,1,44,16,10,22,a39f229b9f2c6efe,"(23, 0)",10.0,,,10.0,45.0
5.0,60,7,2,1,25007,206014,45,20,4,1,45,15,10,20,a39f229b9f2c6efe,"(59, 1)",10.0,,,10.0,46.0
5.0,60,7,2,1,25007,206014,46,18,3,1,46,14,10,18,a39f229b9f2c6efe,"(35, 1)",10.0,,,10.0,47.0
5.0,60,7,2,1,25007,206014,47,16,2,1,47,13,10,16,a39f229b9f2c6efe,"(11, 1)",11.0,,,11.0,48.0
5.0,60,7,2,1,25007,206014,48,13,1,1,48,12,11,13,a39f229b9f2c6efe,"(42, 1)",11.0,,,11.0,49.0
5.0,60,7,2,1,25007,206014,49,11,0,1,49,11,11,11,a39f229b9f2c6efe,,,no_legal_move,0,,
