level,alpha_e,alpha_r,gap,forfeiture
0.5853064163999999,4.173471573815621,1.4638565973060553,2.709614976509566,0.7376169713204284
0.5945318857999999,4.162536045933281,1.4552721055776414,2.7072639403556398,0.7391774187073643
0.6037573552,4.151600518050941,1.4466876138492273,2.7049129042017137,0.7407472123060914
0.6129828246,4.140664990168601,1.4381031221208134,2.702561868047787,0.7423264363367392
0.622208294,4.129729462286261,1.4295186303923995,2.7002108318938616,0.7439151760343806
0.6314337634,4.118793934403921,1.4209341386639853,2.6978597957399355,0.7455135176643654
0.6406592327999998,4.107858406521581,1.4123496469355716,2.6955087595860094,0.7471215485379348
0.6498847021999998,4.096671669009266,1.4037651552071575,2.692906513802109,0.7487218077217187
0.6591101715999999,4.084843387936254,1.3946522384159645,2.6901911495202895,0.7504347773108705
0.6683356409999999,4.0730151068632425,1.3851264842211286,2.687888622642114,0.7522746314391648
0.6775611103999999,4.06118682579023,1.375600730026293,2.685586095763937,0.7541267075107758
0.6867865797999999,4.049358544717218,1.3660749758314572,2.6832835688857606,0.7559911277150337
0.6960120491999999,4.037530263644206,1.3565492216366213,2.680981042007585,0.7578680158755046
0.7052375186,4.025701982571194,1.3470234674417856,2.678678515129408,0.7597574974774028
0.714462988,4.012583713286073,1.3374977132469499,2.6750860000391232,0.7615721697737252
0.7236884574,3.999384055815853,1.327971959052114,2.671412096763739,0.7633949444114161
0.7329139267999998,3.986184398345632,1.3173604231073408,2.6688239752382916,0.765542974865237
0.7421393961999998,3.9729847408754115,1.3062565161271482,2.6667282247482635,0.7678491049390789
0.7513648655999998,3.959785083405191,1.2951526091469554,2.6646324742582355,0.770172831555089
0.7605903349999998,3.9460812511289065,1.2840487021667628,2.6620325489621437,0.7724810748702123
0.7698158043999999,3.9309326141905543,1.27294479518657,2.657987819003984,0.7747129185838213
0.7790412737999999,3.915783977252202,1.2618408882063774,2.653943089045825,0.7769645582741934
0.7882667431999999,3.90063534031385,1.2507369812261846,2.6498983590876652,0.7792362584937149
0.7974922125999999,3.8854867033754976,1.2373921441937918,2.6480945591817058,0.7821902110976908
0.8067176819999999,3.869517229712419,1.2238880002061017,2.6456292295063175,0.7851656629552585
0.8159431514,3.851701339506534,1.2103838562184115,2.6413174832881223,0.7880527576114522
0.8251686208,3.8338854493006482,1.1968797122307213,2.637005737069927,0.7909707088535672
0.8343940901999998,3.8160695590947635,1.1833755682430316,2.632693990851732,0.7939200140211827
0.8436195595999998,3.797902945510742,1.1685406885006941,2.6293622570100474,0.7972830918475806
0.8528450289999998,3.7765090115090807,1.1515325605347935,2.6249764509742874,0.8011503834580594
0.8620704983999998,3.7551150775074196,1.1345244325688928,2.6205906449385266,0.8050685098805246
0.8712959677999998,3.7337211435057585,1.1175163046029921,2.6162048389027666,0.8090384800671072
0.8805214371999999,3.7095152519781163,1.1005081766370914,2.609007075341025,0.8128975469840871
0.8897469065999999,3.6833742313939246,1.078631083215756,2.6047431481781684,0.8182334085922448
0.8989723759999999,3.6572332108097325,1.0566040321101855,2.6006291786995472,0.8237051256763407
0.9081978453999999,3.6265652181955,1.0345769810046148,2.5919882371908853,0.8290210042977622
0.9174233148,3.5941654256841016,1.0085239791054121,2.5856414465786894,0.8356506814780336
0.9266487842,3.5584071083021684,0.9793740906856125,2.579033017616556,0.8432602090858564
0.9358742535999998,3.5177851234962936,0.9502242022658138,2.5675609212304797,0.8508097217524219
0.9450997229999998,3.471103358886147,0.9110891329407054,2.5600142259454417,0.8616375523553578
