alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,assigned_count,unassigned_count,satisfied_fraction,unit_unsat_count,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_unit_delta,judge_satisfied_after,judge_occurrences
3.0,100,22,7,1,73001,704008,0,200,200,1,0,100,0.0,0,20e212e451c8b35e,"(39, 0)",0.0,,,0.0,0.0,2.0,4.0
3.0,100,22,7,1,73001,704008,1,198,198,1,1,99,0.006666666666666667,0,20e212e451c8b35e,"(61, 1)",0.0,,,0.0,0.0,7.0,7.0
3.0,100,22,7,1,73001,704008,2,196,196,1,2,98,0.023333333333333334,0,20e212e451c8b35e,"(34, 0)",0.0,,,0.0,0.0,12.0,9.0
3.0,100,22,7,1,73001,704008,3,194,194,1,3,97,0.04,0,20e212e451c8b35e,"(49, 1)",0.0,,,0.0,0.0,15.0,7.0
3.0,100,22,7,1,73001,704008,4,192,192,1,4,96,0.05,0,20e212e451c8b35e,"(87, 1)",0.0,,,0.0,0.0,19.0,7.0
3.0,100,22,7,1,73001,704008,5,190,190,1,5,95,0.06333333333333334,0,20e212e451c8b35e,"(4, 1)",0.0,,,0.0,0.0,23.0,6.0
3.0,100,22,7,1,73001,704008,6,188,188,1,6,94,0.07666666666666666,0,20e212e451c8b35e,"(33, 0)",0.0,,,0.0,0.0,27.0,8.0
3.0,100,22,7,1,73001,704008,7,186,186,1,7,93,0.09,0,20e212e451c8b35e,"(92, 0)",0.0,,,0.0,0.0,30.0,6.0
3.0,100,22,7,1,73001,704008,8,184,184,1,8,92,0.1,0,20e212e451c8b35e,"(54, 0)",0.0,,,0.0,0.0,31.0,7.0
3.0,100,22,7,1,73001,704008,9,182,182,1,9,91,0.10333333333333333,0,20e212e451c8b35e,"(59, 1)",0.0,,,0.0,0.0,39.0,9.0
3.0,100,22,7,1,73001,704008,10,180,180,1,10,90,0.13,0,20e212e451c8b35e,"(51, 0)",0.0,,,0.0,0.0,46.0,15.0
3.0,100,22,7,1,73001,704008,11,178,178,1,11,89,0.15333333333333332,0,20e212e451c8b35e,"(47, 1)",0.0,,,0.0,0.0,49.0,9.0
3.0,100,22,7,1,73001,704008,12,176,176,1,12,88,0.16333333333333333,0,20e212e451c8b35e,"(5, 0)",0.0,,,0.0,0.0,56.0,12.0
3.0,100,22,7,1,73001,704008,13,174,174,1,13,87,0.18666666666666668,0,20e212e451c8b35e,"(23, 1)",0.0,,,0.0,0.0,61.0,10.0
3.0,100,22,7,1,73001,704008,14,172,172,1,14,86,0.20333333333333334,0,20e212e451c8b35e,"(67, 1)",0.0,,,0.0,0.0,68.0,10.0
3.0,100,22,7,1,73001,704008,15,170,170,1,15,85,0.22666666666666666,0,20e212e451c8b35e,"(72, 1)",0.0,,,0.0,0.0,72.0,15.0
3.0,100,22,7,1,73001,704008,16,168,168,1,16,84,0.24,0,20e212e451c8b35e,"(46, 1)",0.0,,,0.0,0.0,80.0,10.0
3.0,100,22,7,1,73001,704008,17,166,166,1,17,83,0.26666666666666666,0,20e212e451c8b35e,"(25, 1)",0.0,,,0.0,0.0,86.0,10.0
3.0,100,22,7,1,73001,704008,18,164,164,1,18,82,0.2866666666666667,0,20e212e451c8b35e,"(21, 1)",0.0,,,0.0,0.0,91.0,10.0
3.0,100,22,7,1,73001,704008,19,162,162,1,19,81,0.30333333333333334,0,20e212e451c8b35e,"(13, 0)",0.0,,,0.0,0.0,98.0,9.0
3.0,100,22,7,1,73001,704008,20,160,160,1,20,80,0.32666666666666666,0,20e212e451c8b35e,"(27, 1)",0.0,,,0.0,0.0,103.0,12.0
3.0,100,22,7,1,73001,704008,21,158,158,1,21,79,0.3433333333333333,0,20e212e451c8b35e,"(60, 0)",0.0,,,0.0,0.0,109.0,9.0
3.0,100,22,7,1,73001,704008,22,156,156,1,22,78,0.36333333333333334,0,20e212e451c8b35e,"(56, 1)",0.0,,,0.0,0.0,112.0,10.0
3.0,100,22,7,1,73001,704008,23,154,154,1,23,77,0.37333333333333335,0,20e212e451c8b35e,"(17, 0)",0.0,,,0.0,0.0,113.0,8.0
3.0,100,22,7,1,73001,704008,24,152,152,1,24,76,0.37666666666666665,0,20e212e451c8b35e,"(81, 0)",0.0,,,0.0,0.0,115.0,7.0
3.0,100,22,7,1,73001,704008,25,150,150,1,25,75,0.38333333333333336,0,20e212e451c8b35e,"(29, 1)",0.0,,,0.0,0.0,118.0,8.0
3.0,100,22,7,1,73001,704008,26,148,148,1,26,74,0.3933333333333333,0,20e212e451c8b35e,"(52, 0)",0.0,,,0.0,0.0,121.0,6.0
3.0,100,22,7,1,73001,704008,27,146,146,1,27,73,0.4033333333333333,0,20e212e451c8b35e,"(10, 1)",0.0,,,0.0,0.0,123.0,6.0
3.0,100,22,7,1,73001,704008,28,144,144,1,28,72,0.41,0,20e212e451c8b35e,"(58, 1)",0.0,,,0.0,0.0,126.0,10.0
3.0,100,22,7,1,73001,704008,29,142,142,1,29,71,0.42,0,20e212e451c8b35e,"(38, 1)",0.0,,,0.0,0.0,129.0,7.0
3.0,100,22,7,1,73001,704008,30,140,140,1,30,70,0.43,0,20e212e451c8b35e,"(3, 1)",0.0,,,0.0,0.0,130.0,9.0
3.0,100,22,7,1,73001,704008,31,138,138,1,31,69,0.43333333333333335,0,20e212e451c8b35e,"(0, 1)",0.0,,,0.0,0.0,136.0,11.0
3.0,100,22,7,1,73001,704008,32,136,136,1,32,68,0.4533333333333333,0,20e212e451c8b35e,"(7, 1)",0.0,,,0.0,0.0,140.0,9.0
3.0,100,22,7,1,73001,704008,33,134,134,1,33,67,0.4666666666666667,0,20e212e451c8b35e,"(78, 0)",0.0,,,0.0,0.0,143.0,10.0
3.0,100,22,7,1,73001,704008,34,132,132,1,34,66,0.4766666666666667,0,20e212e451c8b35e,"(89, 1)",0.0,,,0.0,0.0,145.0,3.0
3.0,100,22,7,1,73001,704008,35,130,130,1,35,65,0.48333333333333334,0,20e212e451c8b35e,"(2, 1)",0.0,,,0.0,0.0,146.0,5.0
3.0,100,22,7,1,73001,704008,36,128,128,1,36,64,0.4866666666666667,0,20e212e451c8b35e,"(75, 1)",0.0,,,0.0,0.0,152.0,9.0
3.0,100,22,7,1,73001,704008,37,126,126,1,37,63,0.5066666666666667,0,20e212e451c8b35e,"(8, 0)",0.0,,,0.0,0.0,155.0,8.0
3.0,100,22,7,1,73001,704008,38,124,124,1,38,62,0.5166666666666667,0,20e212e451c8b35e,"(12, 0)",0.0,,,0.0,0.0,157.0,7.0
3.0,100,22,7,1,73001,704008,39,122,122,1,39,61,0.5233333333333333,0,20e212e451c8b35e,"(91, 1)",0.0,,,0.0,0.0,160.0,9.0
3.0,100,22,7,1,73001,704008,40,120,120,1,40,60,0.5333333333333333,0,20e212e451c8b35e,"(88, 1)",0.0,,,0.0,0.0,162.0,8.0
3.0,100,22,7,1,73001,704008,41,118,118,1,41,59,0.54,0,20e212e451c8b35e,"(93, 0)",0.0,,,0.0,0.0,164.0,9.0
3.0,100,22,7,1,73001,704008,42,116,116,1,42,58,0.5466666666666666,0,20e212e451c8b35e,"(86, 1)",0.0,,,0.0,0.0,165.0,8.0
3.0,100,22,7,1,73001,704008,43,114,114,1,43,57,0.55,0,20e212e451c8b35e,"(24, 0)",0.0,,,0.0,0.0,168.0,11.0
3.0,100,22,7,1,73001,704008,44,112,112,1,44,56,0.56,0,20e212e451c8b35e,"(41, 1)",0.0,,,0.0,0.0,170.0,13.0
3.0,100,22,7,1,73001,704008,45,110,110,1,45,55,0.5666666666666667,0,20e212e451c8b35e,"(15, 0)",0.0,,,0.0,0.0,170.0,6.0
3.0,100,22,7,1,73001,704008,46,108,108,1,46,54,0.5666666666666667,0,20e212e451c8b35e,"(85, 0)",0.0,,,0.0,0.0,173.0,6.0
3.0,100,22,7,1,73001,704008,47,106,106,1,47,53,0.5766666666666667,0,20e212e451c8b35e,"(40, 0)",0.0,,,0.0,0.0,174.0,6.0
3.0,100,22,7,1,73001,704008,48,104,104,1,48,52,0.58,0,20e212e451c8b35e,"(53, 0)",0.0,,,0.0,0.0,177.0,11.0
3.0,100,22,7,1,73001,704008,49,102,102,1,49,51,0.59,0,20e212e451c8b35e,"(97, 1)",0.0,,,0.0,0.0,180.0,8.0
3.0,100,22,7,1,73001,704008,50,100,100,1,50,50,0.6,0,20e212e451c8b35e,"(98, 0)",0.0,,,0.0,0.0,182.0,3.0
3.0,100,22,7,1,73001,704008,51,98,98,1,51,49,0.6066666666666667,0,20e212e451c8b35e,"(80, 1)",0.0,,,0.0,0.0,186.0,8.0
3.0,100,22,7,1,73001,704008,52,96,96,1,52,48,0.62,0,20e212e451c8b35e,"(20, 1)",0.0,,,0.0,0.0,187.0,4.0
3.0,100,22,7,1,73001,704008,53,94,94,1,53,47,0.6233333333333333,0,20e212e451c8b35e,"(19, 0)",0.0,,,0.0,0.0,190.0,8.0
3.0,100,22,7,1,73001,704008,54,92,92,1,54,46,0.6333333333333333,0,20e212e451c8b35e,"(84, 1)",0.0,,,0.0,0.0,192.0,11.0
3.0,100,22,7,1,73001,704008,55,90,90,1,55,45,0.64,0,20e212e451c8b35e,"(63, 1)",0.0,,,0.0,0.0,196.0,10.0
3.0,100,22,7,1,73001,704008,56,88,88,1,56,44,0.6533333333333333,0,20e212e451c8b35e,"(64, 1)",0.0,,,0.0,0.0,200.0,8.0
3.0,100,22,7,1,73001,704008,57,86,86,1,57,43,0.6666666666666666,0,20e212e451c8b35e,"(70, 1)",0.0,,,0.0,0.0,202.0,5.0
3.0,100,22,7,1,73001,704008,58,84,84,1,58,42,0.6733333333333333,0,20e212e451c8b35e,"(57, 1)",0.0,,,0.0,0.0,205.0,9.0
3.0,100,22,7,1,73001,704008,59,82,82,1,59,41,0.6833333333333333,0,20e212e451c8b35e,"(76, 0)",0.0,,,0.0,0.0,210.0,11.0
3.0,100,22,7,1,73001,704008,60,80,80,1,60,40,0.7,0,20e212e451c8b35e,"(18, 0)",0.0,,,0.0,0.0,212.0,6.0
3.0,100,22,7,1,73001,704008,61,78,78,1,61,39,0.7066666666666667,0,20e212e451c8b35e,"(90, 0)",0.0,,,0.0,0.0,216.0,9.0
3.0,100,22,7,1,73001,704008,62,76,76,1,62,38,0.72,0,20e212e451c8b35e,"(35, 1)",0.0,,,0.0,0.0,220.0,11.0
3.0,100,22,7,1,73001,704008,63,74,74,1,63,37,0.7333333333333333,0,20e212e451c8b35e,"(1, 0)",0.0,,,0.0,0.0,222.0,8.0
3.0,100,22,7,1,73001,704008,64,72,72,1,64,36,0.74,0,20e212e451c8b35e,"(11, 0)",0.0,,,0.0,0.0,224.0,7.0
3.0,100,22,7,1,73001,704008,65,70,70,1,65,35,0.7466666666666667,0,20e212e451c8b35e,"(82, 0)",0.0,,,0.0,0.0,224.0,6.0
3.0,100,22,7,1,73001,704008,66,68,68,1,66,34,0.7466666666666667,0,20e212e451c8b35e,"(99, 1)",0.0,,,0.0,0.0,228.0,9.0
3.0,100,22,7,1,73001,704008,67,66,66,1,67,33,0.76,0,20e212e451c8b35e,"(32, 1)",0.0,,,0.0,0.0,231.0,13.0
3.0,100,22,7,1,73001,704008,68,64,64,1,68,32,0.77,0,20e212e451c8b35e,"(16, 1)",0.0,,,0.0,0.0,233.0,12.0
3.0,100,22,7,1,73001,704008,69,62,62,1,69,31,0.7766666666666666,0,20e212e451c8b35e,"(43, 1)",0.0,,,0.0,0.0,235.0,6.0
3.0,100,22,7,1,73001,704008,70,60,60,1,70,30,0.7833333333333333,0,20e212e451c8b35e,"(83, 0)",0.0,,,0.0,0.0,237.0,6.0
3.0,100,22,7,1,73001,704008,71,58,58,1,71,29,0.79,0,20e212e451c8b35e,"(48, 0)",0.0,,,0.0,0.0,239.0,8.0
3.0,100,22,7,1,73001,704008,72,56,56,1,72,28,0.7966666666666666,0,20e212e451c8b35e,"(96, 0)",1.0,,,1.0,1.0,241.0,11.0
3.0,100,22,7,1,73001,704008,73,54,53,1,73,27,0.8033333333333333,1,20e212e451c8b35e,"(73, 1)",2.0,,,2.0,1.0,243.0,13.0
3.0,100,22,7,1,73001,704008,74,52,50,1,74,26,0.81,2,20e212e451c8b35e,"(37, 0)",2.0,,,2.0,0.0,245.0,9.0
3.0,100,22,7,1,73001,704008,75,50,48,1,75,25,0.8166666666666667,2,20e212e451c8b35e,"(71, 0)",3.0,,,3.0,1.0,248.0,7.0
3.0,100,22,7,1,73001,704008,76,48,45,1,76,24,0.8266666666666667,3,20e212e451c8b35e,"(31, 1)",3.0,,,3.0,0.0,250.0,11.0
3.0,100,22,7,1,73001,704008,77,46,44,1,77,23,0.8333333333333334,3,20e212e451c8b35e,"(44, 1)",3.0,,,3.0,0.0,254.0,13.0
3.0,100,22,7,1,73001,704008,78,44,41,1,78,22,0.8466666666666667,3,20e212e451c8b35e,"(94, 1)",3.0,,,3.0,0.0,256.0,12.0
3.0,100,22,7,1,73001,704008,79,42,39,1,79,21,0.8533333333333334,3,20e212e451c8b35e,"(42, 1)",3.0,,,3.0,0.0,258.0,8.0
3.0,100,22,7,1,73001,704008,80,40,37,1,80,20,0.86,3,20e212e451c8b35e,"(45, 0)",3.0,,,3.0,0.0,260.0,9.0
3.0,100,22,7,1,73001,704008,81,38,35,1,81,19,0.8666666666666667,3,20e212e451c8b35e,"(30, 0)",3.0,,,3.0,0.0,262.0,6.0
3.0,100,22,7,1,73001,704008,82,36,34,1,82,18,0.8733333333333333,3,20e212e451c8b35e,"(65, 0)",3.0,,,3.0,0.0,266.0,12.0
3.0,100,22,7,1,73001,704008,83,34,31,1,83,17,0.8866666666666667,3,20e212e451c8b35e,"(22, 0)",2.0,,,2.0,-1.0,267.0,8.0
3.0,100,22,7,1,73001,704008,84,32,30,1,84,16,0.89,2,20e212e451c8b35e,"(36, 1)",3.0,,,3.0,1.0,270.0,9.0
3.0,100,22,7,1,73001,704008,85,30,27,1,85,15,0.9,3,20e212e451c8b35e,"(50, 0)",4.0,,,4.0,1.0,271.0,9.0
3.0,100,22,7,1,73001,704008,86,28,24,1,86,14,0.9033333333333333,4,20e212e451c8b35e,"(14, 0)",5.0,,,5.0,1.0,275.0,12.0
3.0,100,22,7,1,73001,704008,87,26,21,1,87,13,0.9166666666666666,5,20e212e451c8b35e,"(26, 1)",5.0,,,5.0,0.0,277.0,7.0
3.0,100,22,7,1,73001,704008,88,24,19,1,88,12,0.9233333333333333,5,20e212e451c8b35e,"(6, 0)",6.0,,,6.0,1.0,280.0,8.0
3.0,100,22,7,1,73001,704008,89,22,16,1,89,11,0.9333333333333333,6,20e212e451c8b35e,"(62, 0)",6.0,,,6.0,0.0,281.0,9.0
3.0,100,22,7,1,73001,704008,90,20,15,1,90,10,0.9366666666666666,6,20e212e451c8b35e,"(55, 0)",6.0,,,6.0,0.0,284.0,11.0
3.0,100,22,7,1,73001,704008,91,18,12,1,91,9,0.9466666666666667,6,20e212e451c8b35e,"(66, 1)",6.0,,,6.0,0.0,286.0,14.0
3.0,100,22,7,1,73001,704008,92,16,10,1,92,8,0.9533333333333334,6,20e212e451c8b35e,"(68, 1)",6.0,,,6.0,0.0,287.0,8.0
3.0,100,22,7,1,73001,704008,93,14,8,1,93,7,0.9566666666666667,6,20e212e451c8b35e,"(69, 1)",6.0,,,6.0,0.0,288.0,10.0
3.0,100,22,7,1,73001,704008,94,12,6,1,94,6,0.96,6,20e212e451c8b35e,"(77, 1)",6.0,,,6.0,0.0,289.0,10.0
3.0,100,22,7,1,73001,704008,95,10,4,1,95,5,0.9633333333333334,6,20e212e451c8b35e,"(95, 1)",6.0,,,6.0,0.0,292.0,11.0
3.0,100,22,7,1,73001,704008,96,8,3,1,96,4,0.9733333333333334,6,20e212e451c8b35e,"(79, 0)",6.0,,,6.0,0.0,293.0,17.0
3.0,100,22,7,1,73001,704008,97,6,1,1,97,3,0.9766666666666667,6,20e212e451c8b35e,"(74, 0)",6.0,,,6.0,0.0,294.0,12.0
3.0,100,22,7,1,73001,704008,98,4,0,1,98,2,0.98,6,20e212e451c8b35e,,,no_legal_move,0,,,,
