alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,assigned_count,unassigned_count,satisfied_fraction,unit_unsat_count,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_unit_delta,judge_satisfied_after,judge_occurrences
1.5,100,10,3,1,31501,302508,0,200,200,1,0,100,0.0,0,dae860b9162f69af,"(39, 0)",0.0,,,0.0,0.0,4.0,4.0
1.5,100,10,3,1,31501,302508,1,198,198,1,1,99,0.02666666666666667,0,dae860b9162f69af,"(74, 1)",0.0,,,0.0,0.0,6.0,4.0
1.5,100,10,3,1,31501,302508,2,196,196,1,2,98,0.04,0,dae860b9162f69af,"(44, 1)",0.0,,,0.0,0.0,9.0,5.0
1.5,100,10,3,1,31501,302508,3,194,194,1,3,97,0.06,0,dae860b9162f69af,"(23, 0)",0.0,,,0.0,0.0,10.0,2.0
1.5,100,10,3,1,31501,302508,4,192,192,1,4,96,0.06666666666666667,0,dae860b9162f69af,"(37, 0)",0.0,,,0.0,0.0,11.0,5.0
1.5,100,10,3,1,31501,302508,5,190,190,1,5,95,0.07333333333333333,0,dae860b9162f69af,"(6, 0)",0.0,,,0.0,0.0,12.0,3.0
1.5,100,10,3,1,31501,302508,6,188,188,1,6,94,0.08,0,dae860b9162f69af,"(45, 1)",0.0,,,0.0,0.0,14.0,4.0
1.5,100,10,3,1,31501,302508,7,186,186,1,7,93,0.09333333333333334,0,dae860b9162f69af,"(0, 0)",0.0,,,0.0,0.0,17.0,5.0
1.5,100,10,3,1,31501,302508,8,184,184,1,8,92,0.11333333333333333,0,dae860b9162f69af,"(52, 1)",0.0,,,0.0,0.0,17.0,1.0
1.5,100,10,3,1,31501,302508,9,182,182,1,9,91,0.11333333333333333,0,dae860b9162f69af,"(22, 1)",0.0,,,0.0,0.0,18.0,3.0
1.5,100,10,3,1,31501,302508,10,180,180,1,10,90,0.12,0,dae860b9162f69af,"(97, 0)",0.0,,,0.0,0.0,24.0,8.0
1.5,100,10,3,1,31501,302508,11,178,178,1,11,89,0.16,0,dae860b9162f69af,"(66, 1)",0.0,,,0.0,0.0,25.0,3.0
1.5,100,10,3,1,31501,302508,12,176,176,1,12,88,0.16666666666666666,0,dae860b9162f69af,"(87, 1)",0.0,,,0.0,0.0,26.0,2.0
1.5,100,10,3,1,31501,302508,13,174,174,1,13,87,0.17333333333333334,0,dae860b9162f69af,"(35, 1)",0.0,,,0.0,0.0,29.0,5.0
1.5,100,10,3,1,31501,302508,14,172,172,1,14,86,0.19333333333333333,0,dae860b9162f69af,"(33, 0)",0.0,,,0.0,0.0,31.0,5.0
1.5,100,10,3,1,31501,302508,15,170,170,1,15,85,0.20666666666666667,0,dae860b9162f69af,"(36, 1)",0.0,,,0.0,0.0,31.0,5.0
1.5,100,10,3,1,31501,302508,16,168,168,1,16,84,0.20666666666666667,0,dae860b9162f69af,"(48, 1)",0.0,,,0.0,0.0,31.0,5.0
1.5,100,10,3,1,31501,302508,17,166,166,1,17,83,0.20666666666666667,0,dae860b9162f69af,"(51, 1)",0.0,,,0.0,0.0,32.0,4.0
1.5,100,10,3,1,31501,302508,18,164,164,1,18,82,0.21333333333333335,0,dae860b9162f69af,"(38, 0)",0.0,,,0.0,0.0,34.0,4.0
1.5,100,10,3,1,31501,302508,19,162,162,1,19,81,0.22666666666666666,0,dae860b9162f69af,"(40, 1)",0.0,,,0.0,0.0,34.0,5.0
1.5,100,10,3,1,31501,302508,20,160,160,1,20,80,0.22666666666666666,0,dae860b9162f69af,"(55, 1)",0.0,,,0.0,0.0,38.0,5.0
1.5,100,10,3,1,31501,302508,21,158,158,1,21,79,0.25333333333333335,0,dae860b9162f69af,"(75, 1)",0.0,,,0.0,0.0,45.0,9.0
1.5,100,10,3,1,31501,302508,22,156,156,1,22,78,0.3,0,dae860b9162f69af,"(18, 0)",0.0,,,0.0,0.0,46.0,3.0
1.5,100,10,3,1,31501,302508,23,154,154,1,23,77,0.30666666666666664,0,dae860b9162f69af,"(76, 0)",0.0,,,0.0,0.0,47.0,3.0
1.5,100,10,3,1,31501,302508,24,152,152,1,24,76,0.31333333333333335,0,dae860b9162f69af,"(79, 0)",0.0,,,0.0,0.0,48.0,2.0
1.5,100,10,3,1,31501,302508,25,150,150,1,25,75,0.32,0,dae860b9162f69af,"(69, 1)",0.0,,,0.0,0.0,52.0,5.0
1.5,100,10,3,1,31501,302508,26,148,148,1,26,74,0.3466666666666667,0,dae860b9162f69af,"(92, 1)",0.0,,,0.0,0.0,53.0,5.0
1.5,100,10,3,1,31501,302508,27,146,146,1,27,73,0.35333333333333333,0,dae860b9162f69af,"(14, 0)",0.0,,,0.0,0.0,55.0,3.0
1.5,100,10,3,1,31501,302508,28,144,144,1,28,72,0.36666666666666664,0,dae860b9162f69af,"(95, 1)",0.0,,,0.0,0.0,56.0,3.0
1.5,100,10,3,1,31501,302508,29,142,142,1,29,71,0.37333333333333335,0,dae860b9162f69af,"(28, 1)",0.0,,,0.0,0.0,57.0,2.0
1.5,100,10,3,1,31501,302508,30,140,140,1,30,70,0.38,0,dae860b9162f69af,"(21, 0)",0.0,,,0.0,0.0,57.0,3.0
1.5,100,10,3,1,31501,302508,31,138,138,1,31,69,0.38,0,dae860b9162f69af,"(20, 0)",0.0,,,0.0,0.0,60.0,3.0
1.5,100,10,3,1,31501,302508,32,136,136,1,32,68,0.4,0,dae860b9162f69af,"(30, 1)",0.0,,,0.0,0.0,61.0,3.0
1.5,100,10,3,1,31501,302508,33,134,134,1,33,67,0.4066666666666667,0,dae860b9162f69af,"(58, 1)",0.0,,,0.0,0.0,63.0,4.0
1.5,100,10,3,1,31501,302508,34,132,132,1,34,66,0.42,0,dae860b9162f69af,"(1, 1)",0.0,,,0.0,0.0,65.0,6.0
1.5,100,10,3,1,31501,302508,35,130,130,1,35,65,0.43333333333333335,0,dae860b9162f69af,"(70, 1)",0.0,,,0.0,0.0,67.0,7.0
1.5,100,10,3,1,31501,302508,36,128,128,1,36,64,0.44666666666666666,0,dae860b9162f69af,"(89, 0)",0.0,,,0.0,0.0,67.0,2.0
1.5,100,10,3,1,31501,302508,37,126,126,1,37,63,0.44666666666666666,0,dae860b9162f69af,"(61, 1)",0.0,,,0.0,0.0,69.0,5.0
1.5,100,10,3,1,31501,302508,38,124,124,1,38,62,0.46,0,dae860b9162f69af,"(59, 1)",0.0,,,0.0,0.0,70.0,3.0
1.5,100,10,3,1,31501,302508,39,122,122,1,39,61,0.4666666666666667,0,dae860b9162f69af,"(57, 0)",0.0,,,0.0,0.0,72.0,5.0
1.5,100,10,3,1,31501,302508,40,120,120,1,40,60,0.48,0,dae860b9162f69af,"(27, 0)",0.0,,,0.0,0.0,74.0,4.0
1.5,100,10,3,1,31501,302508,41,118,118,1,41,59,0.49333333333333335,0,dae860b9162f69af,"(19, 1)",0.0,,,0.0,0.0,76.0,4.0
1.5,100,10,3,1,31501,302508,42,116,116,1,42,58,0.5066666666666667,0,dae860b9162f69af,"(31, 1)",0.0,,,0.0,0.0,77.0,3.0
1.5,100,10,3,1,31501,302508,43,114,114,1,43,57,0.5133333333333333,0,dae860b9162f69af,"(62, 0)",0.0,,,0.0,0.0,77.0,1.0
1.5,100,10,3,1,31501,302508,44,112,112,1,44,56,0.5133333333333333,0,dae860b9162f69af,"(85, 0)",0.0,,,0.0,0.0,77.0,3.0
1.5,100,10,3,1,31501,302508,45,110,110,1,45,55,0.5133333333333333,0,dae860b9162f69af,"(64, 0)",0.0,,,0.0,0.0,79.0,5.0
1.5,100,10,3,1,31501,302508,46,108,108,1,46,54,0.5266666666666666,0,dae860b9162f69af,"(73, 1)",0.0,,,0.0,0.0,80.0,2.0
1.5,100,10,3,1,31501,302508,47,106,106,1,47,53,0.5333333333333333,0,dae860b9162f69af,"(86, 0)",0.0,,,0.0,0.0,82.0,3.0
1.5,100,10,3,1,31501,302508,48,104,104,1,48,52,0.5466666666666666,0,dae860b9162f69af,"(93, 0)",0.0,,,0.0,0.0,83.0,2.0
1.5,100,10,3,1,31501,302508,49,102,102,1,49,51,0.5533333333333333,0,dae860b9162f69af,"(99, 0)",0.0,,,0.0,0.0,85.0,4.0
1.5,100,10,3,1,31501,302508,50,100,100,1,50,50,0.5666666666666667,0,dae860b9162f69af,"(94, 1)",0.0,,,0.0,0.0,86.0,3.0
1.5,100,10,3,1,31501,302508,51,98,98,1,51,49,0.5733333333333334,0,dae860b9162f69af,"(72, 0)",0.0,,,0.0,0.0,89.0,5.0
1.5,100,10,3,1,31501,302508,52,96,96,1,52,48,0.5933333333333334,0,dae860b9162f69af,"(63, 1)",0.0,,,0.0,0.0,91.0,4.0
1.5,100,10,3,1,31501,302508,53,94,94,1,53,47,0.6066666666666667,0,dae860b9162f69af,"(77, 0)",0.0,,,0.0,0.0,91.0,2.0
1.5,100,10,3,1,31501,302508,54,92,92,1,54,46,0.6066666666666667,0,dae860b9162f69af,"(54, 1)",0.0,,,0.0,0.0,94.0,6.0
1.5,100,10,3,1,31501,302508,55,90,90,1,55,45,0.6266666666666667,0,dae860b9162f69af,"(3, 1)",0.0,,,0.0,0.0,99.0,7.0
1.5,100,10,3,1,31501,302508,56,88,88,1,56,44,0.66,0,dae860b9162f69af,"(80, 1)",0.0,,,0.0,0.0,99.0,1.0
1.5,100,10,3,1,31501,302508,57,86,86,1,57,43,0.66,0,dae860b9162f69af,"(47, 1)",0.0,,,0.0,0.0,99.0,3.0
