alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,assigned_count,unassigned_count,satisfied_fraction,unit_unsat_count,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_unit_delta,judge_satisfied_after,judge_occurrences
1.5,100,8,2,2,21501,203508,0,200,200,1,0,100,0.0,0,5aa6ddf5962cfb8e,"(84, 0)",0.0,,,0.0,0.0,1.0,3.0
1.5,100,8,2,2,21501,203508,1,198,198,1,1,99,0.006666666666666667,0,5aa6ddf5962cfb8e,"(42, 1)",0.0,,,0.0,0.0,4.0,5.0
1.5,100,8,2,2,21501,203508,2,196,196,1,2,98,0.02666666666666667,0,5aa6ddf5962cfb8e,"(38, 0)",0.0,,,0.0,0.0,6.0,4.0
1.5,100,8,2,2,21501,203508,3,194,194,1,3,97,0.04,0,5aa6ddf5962cfb8e,"(52, 0)",0.0,,,0.0,0.0,8.0,4.0
1.5,100,8,2,2,21501,203508,4,192,192,1,4,96,0.05333333333333334,0,5aa6ddf5962cfb8e,"(91, 0)",0.0,,,0.0,0.0,9.0,4.0
1.5,100,8,2,2,21501,203508,5,190,190,1,5,95,0.06,0,5aa6ddf5962cfb8e,"(47, 0)",0.0,,,0.0,0.0,12.0,8.0
1.5,100,8,2,2,21501,203508,6,188,188,1,6,94,0.08,0,5aa6ddf5962cfb8e,"(86, 1)",0.0,,,0.0,0.0,15.0,7.0
1.5,100,8,2,2,21501,203508,7,186,186,1,7,93,0.1,0,5aa6ddf5962cfb8e,"(22, 0)",0.0,,,0.0,0.0,15.0,2.0
1.5,100,8,2,2,21501,203508,8,184,184,1,8,92,0.1,0,5aa6ddf5962cfb8e,"(78, 0)",0.0,,,0.0,0.0,17.0,4.0
1.5,100,8,2,2,21501,203508,9,182,182,1,9,91,0.11333333333333333,0,5aa6ddf5962cfb8e,"(4, 0)",0.0,,,0.0,0.0,19.0,3.0
1.5,100,8,2,2,21501,203508,10,180,180,1,10,90,0.12666666666666668,0,5aa6ddf5962cfb8e,"(18, 1)",0.0,,,0.0,0.0,19.0,1.0
1.5,100,8,2,2,21501,203508,11,178,178,1,11,89,0.12666666666666668,0,5aa6ddf5962cfb8e,"(48, 0)",0.0,,,0.0,0.0,21.0,7.0
1.5,100,8,2,2,21501,203508,12,176,176,1,12,88,0.14,0,5aa6ddf5962cfb8e,"(12, 0)",0.0,,,0.0,0.0,23.0,6.0
1.5,100,8,2,2,21501,203508,13,174,174,1,13,87,0.15333333333333332,0,5aa6ddf5962cfb8e,"(10, 1)",0.0,,,0.0,0.0,26.0,6.0
1.5,100,8,2,2,21501,203508,14,172,172,1,14,86,0.17333333333333334,0,5aa6ddf5962cfb8e,"(72, 1)",0.0,,,0.0,0.0,28.0,6.0
1.5,100,8,2,2,21501,203508,15,170,170,1,15,85,0.18666666666666668,0,5aa6ddf5962cfb8e,"(44, 1)",0.0,,,0.0,0.0,30.0,4.0
