alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,assigned_count,unassigned_count,satisfied_fraction,unit_unsat_count,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_unit_delta,judge_satisfied_after,judge_occurrences
3.5,100,9,3,0,33501,303508,0,200,200,1,0,100,0.0,0,224ef15caed67cf2,"(99, 1)",0.0,,,0.0,0.0,6.0,11.0
3.5,100,9,3,0,33501,303508,1,198,198,1,1,99,0.017142857142857144,0,224ef15caed67cf2,"(92, 1)",0.0,,,0.0,0.0,8.0,3.0
3.5,100,9,3,0,33501,303508,2,196,196,1,2,98,0.022857142857142857,0,224ef15caed67cf2,"(70, 0)",0.0,,,0.0,0.0,12.0,10.0
3.5,100,9,3,0,33501,303508,3,194,194,1,3,97,0.03428571428571429,0,224ef15caed67cf2,"(54, 1)",0.0,,,0.0,0.0,19.0,12.0
3.5,100,9,3,0,33501,303508,4,192,192,1,4,96,0.054285714285714284,0,224ef15caed67cf2,"(39, 1)",0.0,,,0.0,0.0,21.0,7.0
3.5,100,9,3,0,33501,303508,5,190,190,1,5,95,0.06,0,224ef15caed67cf2,"(40, 0)",0.0,,,0.0,0.0,28.0,13.0
3.5,100,9,3,0,33501,303508,6,188,188,1,6,94,0.08,0,224ef15caed67cf2,"(98, 0)",0.0,,,0.0,0.0,34.0,9.0
3.5,100,9,3,0,33501,303508,7,186,186,1,7,93,0.09714285714285714,0,224ef15caed67cf2,"(95, 1)",0.0,,,0.0,0.0,36.0,5.0
3.5,100,9,3,0,33501,303508,8,184,184,1,8,92,0.10285714285714286,0,224ef15caed67cf2,"(78, 0)",0.0,,,0.0,0.0,40.0,13.0
3.5,100,9,3,0,33501,303508,9,182,182,1,9,91,0.11428571428571428,0,224ef15caed67cf2,"(62, 0)",0.0,,,0.0,0.0,46.0,8.0
3.5,100,9,3,0,33501,303508,10,180,180,1,10,90,0.13142857142857142,0,224ef15caed67cf2,"(11, 1)",0.0,,,0.0,0.0,51.0,10.0
3.5,100,9,3,0,33501,303508,11,178,178,1,11,89,0.1457142857142857,0,224ef15caed67cf2,"(56, 1)",0.0,,,0.0,0.0,53.0,7.0
3.5,100,9,3,0,33501,303508,12,176,176,1,12,88,0.15142857142857144,0,224ef15caed67cf2,"(36, 1)",0.0,,,0.0,0.0,58.0,11.0
3.5,100,9,3,0,33501,303508,13,174,174,1,13,87,0.1657142857142857,0,224ef15caed67cf2,"(96, 1)",0.0,,,0.0,0.0,63.0,8.0
3.5,100,9,3,0,33501,303508,14,172,172,1,14,86,0.18,0,224ef15caed67cf2,"(14, 0)",0.0,,,0.0,0.0,69.0,7.0
3.5,100,9,3,0,33501,303508,15,170,170,1,15,85,0.19714285714285715,0,224ef15caed67cf2,"(97, 1)",0.0,,,0.0,0.0,70.0,10.0
3.5,100,9,3,0,33501,303508,16,168,168,1,16,84,0.2,0,224ef15caed67cf2,"(69, 1)",0.0,,,0.0,0.0,73.0,8.0
3.5,100,9,3,0,33501,303508,17,166,166,1,17,83,0.20857142857142857,0,224ef15caed67cf2,"(1, 0)",0.0,,,0.0,0.0,75.0,4.0
3.5,100,9,3,0,33501,303508,18,164,164,1,18,82,0.21428571428571427,0,224ef15caed67cf2,"(59, 1)",0.0,,,0.0,0.0,82.0,11.0
3.5,100,9,3,0,33501,303508,19,162,162,1,19,81,0.2342857142857143,0,224ef15caed67cf2,"(89, 1)",0.0,,,0.0,0.0,82.0,7.0
3.5,100,9,3,0,33501,303508,20,160,160,1,20,80,0.2342857142857143,0,224ef15caed67cf2,"(58, 0)",0.0,,,0.0,0.0,90.0,14.0
3.5,100,9,3,0,33501,303508,21,158,158,1,21,79,0.2571428571428571,0,224ef15caed67cf2,"(33, 0)",0.0,,,0.0,0.0,91.0,7.0
3.5,100,9,3,0,33501,303508,22,156,156,1,22,78,0.26,0,224ef15caed67cf2,"(13, 0)",0.0,,,0.0,0.0,93.0,7.0
3.5,100,9,3,0,33501,303508,23,154,154,1,23,77,0.26571428571428574,0,224ef15caed67cf2,"(65, 0)",0.0,,,0.0,0.0,97.0,9.0
3.5,100,9,3,0,33501,303508,24,152,152,1,24,76,0.27714285714285714,0,224ef15caed67cf2,"(21, 1)",0.0,,,0.0,0.0,99.0,5.0
3.5,100,9,3,0,33501,303508,25,150,150,1,25,75,0.28285714285714286,0,224ef15caed67cf2,"(7, 0)",0.0,,,0.0,0.0,110.0,23.0
3.5,100,9,3,0,33501,303508,26,148,148,1,26,74,0.3142857142857143,0,224ef15caed67cf2,"(23, 0)",0.0,,,0.0,0.0,116.0,12.0
3.5,100,9,3,0,33501,303508,27,146,146,1,27,73,0.3314285714285714,0,224ef15caed67cf2,"(44, 1)",0.0,,,0.0,0.0,120.0,11.0
3.5,100,9,3,0,33501,303508,28,144,144,1,28,72,0.34285714285714286,0,224ef15caed67cf2,"(53, 0)",0.0,,,0.0,0.0,122.0,7.0
3.5,100,9,3,0,33501,303508,29,142,142,1,29,71,0.3485714285714286,0,224ef15caed67cf2,"(31, 0)",0.0,,,0.0,0.0,125.0,14.0
3.5,100,9,3,0,33501,303508,30,140,140,1,30,70,0.35714285714285715,0,224ef15caed67cf2,"(48, 1)",0.0,,,0.0,0.0,130.0,9.0
3.5,100,9,3,0,33501,303508,31,138,138,1,31,69,0.37142857142857144,0,224ef15caed67cf2,"(28, 0)",0.0,,,0.0,0.0,137.0,13.0
3.5,100,9,3,0,33501,303508,32,136,136,1,32,68,0.3914285714285714,0,224ef15caed67cf2,"(10, 0)",0.0,,,0.0,0.0,142.0,10.0
3.5,100,9,3,0,33501,303508,33,134,134,1,33,67,0.4057142857142857,0,224ef15caed67cf2,"(94, 1)",0.0,,,0.0,0.0,145.0,6.0
3.5,100,9,3,0,33501,303508,34,132,132,1,34,66,0.4142857142857143,0,224ef15caed67cf2,"(85, 1)",0.0,,,0.0,0.0,149.0,15.0
3.5,100,9,3,0,33501,303508,35,130,130,1,35,65,0.4257142857142857,0,224ef15caed67cf2,"(63, 1)",0.0,,,0.0,0.0,156.0,13.0
3.5,100,9,3,0,33501,303508,36,128,128,1,36,64,0.44571428571428573,0,224ef15caed67cf2,"(3, 1)",0.0,,,0.0,0.0,158.0,7.0
3.5,100,9,3,0,33501,303508,37,126,126,1,37,63,0.4514285714285714,0,224ef15caed67cf2,"(86, 1)",0.0,,,0.0,0.0,164.0,11.0
3.5,100,9,3,0,33501,303508,38,124,124,1,38,62,0.4685714285714286,0,224ef15caed67cf2,"(82, 0)",0.0,,,0.0,0.0,171.0,14.0
3.5,100,9,3,0,33501,303508,39,122,122,1,39,61,0.48857142857142855,0,224ef15caed67cf2,"(27, 1)",0.0,,,0.0,0.0,174.0,6.0
3.5,100,9,3,0,33501,303508,40,120,120,1,40,60,0.49714285714285716,0,224ef15caed67cf2,"(18, 1)",0.0,,,0.0,0.0,177.0,5.0
3.5,100,9,3,0,33501,303508,41,118,118,1,41,59,0.5057142857142857,0,224ef15caed67cf2,"(76, 1)",0.0,,,0.0,0.0,179.0,10.0
3.5,100,9,3,0,33501,303508,42,116,116,1,42,58,0.5114285714285715,0,224ef15caed67cf2,"(47, 0)",0.0,,,0.0,0.0,181.0,10.0
3.5,100,9,3,0,33501,303508,43,114,114,1,43,57,0.5171428571428571,0,224ef15caed67cf2,"(30, 1)",0.0,,,0.0,0.0,183.0,6.0
3.5,100,9,3,0,33501,303508,44,112,112,1,44,56,0.5228571428571429,0,224ef15caed67cf2,"(83, 1)",0.0,,,0.0,0.0,190.0,14.0
3.5,100,9,3,0,33501,303508,45,110,110,1,45,55,0.5428571428571428,0,224ef15caed67cf2,"(55, 0)",0.0,,,0.0,0.0,194.0,9.0
3.5,100,9,3,0,33501,303508,46,108,108,1,46,54,0.5542857142857143,0,224ef15caed67cf2,"(17, 0)",0.0,,,0.0,0.0,198.0,12.0
3.5,100,9,3,0,33501,303508,47,106,106,1,47,53,0.5657142857142857,0,224ef15caed67cf2,"(77, 1)",0.0,,,0.0,0.0,202.0,8.0
3.5,100,9,3,0,33501,303508,48,104,104,1,48,52,0.5771428571428572,0,224ef15caed67cf2,"(79, 0)",0.0,,,0.0,0.0,205.0,8.0
3.5,100,9,3,0,33501,303508,49,102,102,1,49,51,0.5857142857142857,0,224ef15caed67cf2,"(72, 1)",0.0,,,0.0,0.0,209.0,14.0
3.5,100,9,3,0,33501,303508,50,100,100,1,50,50,0.5971428571428572,0,224ef15caed67cf2,"(8, 1)",0.0,,,0.0,0.0,215.0,10.0
3.5,100,9,3,0,33501,303508,51,98,98,1,51,49,0.6142857142857143,0,224ef15caed67cf2,"(37, 0)",0.0,,,0.0,0.0,216.0,6.0
3.5,100,9,3,0,33501,303508,52,96,96,1,52,48,0.6171428571428571,0,224ef15caed67cf2,"(5, 1)",0.0,,,0.0,0.0,220.0,15.0
