alpha,n,trial_index,instance_index,branch_index,instance_seed,process_seed,step,pool_size,valid_moves,exact_local,assigned_count,unassigned_count,satisfied_fraction,unit_unsat_count,instance_id,chosen_move,chosen_score,stop_reason,success,judge_unit_after,judge_unit_delta,judge_satisfied_after,judge_occurrences
3.0,100,17,5,2,53001,505008,0,200,200,1,0,100,0.0,0,8fc429db800bfb06,"(84, 0)",0.0,,,0.0,0.0,5.0,10.0
3.0,100,17,5,2,53001,505008,1,198,198,1,1,99,0.016666666666666666,0,8fc429db800bfb06,"(69, 0)",0.0,,,0.0,0.0,9.0,11.0
3.0,100,17,5,2,53001,505008,2,196,196,1,2,98,0.03,0,8fc429db800bfb06,"(29, 0)",0.0,,,0.0,0.0,12.0,9.0
3.0,100,17,5,2,53001,505008,3,194,194,1,3,97,0.04,0,8fc429db800bfb06,"(39, 1)",0.0,,,0.0,0.0,19.0,10.0
3.0,100,17,5,2,53001,505008,4,192,192,1,4,96,0.06333333333333334,0,8fc429db800bfb06,"(42, 1)",0.0,,,0.0,0.0,22.0,12.0
3.0,100,17,5,2,53001,505008,5,190,190,1,5,95,0.07333333333333333,0,8fc429db800bfb06,"(93, 0)",0.0,,,0.0,0.0,27.0,12.0
3.0,100,17,5,2,53001,505008,6,188,188,1,6,94,0.09,0,8fc429db800bfb06,"(7, 0)",0.0,,,0.0,0.0,29.0,4.0
3.0,100,17,5,2,53001,505008,7,186,186,1,7,93,0.09666666666666666,0,8fc429db800bfb06,"(34, 0)",0.0,,,0.0,0.0,33.0,11.0
3.0,100,17,5,2,53001,505008,8,184,184,1,8,92,0.11,0,8fc429db800bfb06,"(14, 0)",0.0,,,0.0,0.0,38.0,9.0
3.0,100,17,5,2,53001,505008,9,182,182,1,9,91,0.12666666666666668,0,8fc429db800bfb06,"(63, 0)",0.0,,,0.0,0.0,43.0,7.0
3.0,100,17,5,2,53001,505008,10,180,180,1,10,90,0.14333333333333334,0,8fc429db800bfb06,"(11, 1)",0.0,,,0.0,0.0,47.0,8.0
3.0,100,17,5,2,53001,505008,11,178,178,1,11,89,0.15666666666666668,0,8fc429db800bfb06,"(85, 0)",0.0,,,0.0,0.0,51.0,7.0
3.0,100,17,5,2,53001,505008,12,176,176,1,12,88,0.17,0,8fc429db800bfb06,"(47, 1)",0.0,,,0.0,0.0,56.0,9.0
3.0,100,17,5,2,53001,505008,13,174,174,1,13,87,0.18666666666666668,0,8fc429db800bfb06,"(24, 0)",0.0,,,0.0,0.0,58.0,6.0
3.0,100,17,5,2,53001,505008,14,172,172,1,14,86,0.19333333333333333,0,8fc429db800bfb06,"(61, 1)",0.0,,,0.0,0.0,61.0,9.0
3.0,100,17,5,2,53001,505008,15,170,170,1,15,85,0.20333333333333334,0,8fc429db800bfb06,"(12, 1)",0.0,,,0.0,0.0,62.0,1.0
3.0,100,17,5,2,53001,505008,16,168,168,1,16,84,0.20666666666666667,0,8fc429db800bfb06,"(18, 0)",0.0,,,0.0,0.0,66.0,9.0
3.0,100,17,5,2,53001,505008,17,166,166,1,17,83,0.22,0,8fc429db800bfb06,"(80, 0)",0.0,,,0.0,0.0,66.0,2.0
3.0,100,17,5,2,53001,505008,18,164,164,1,18,82,0.22,0,8fc429db800bfb06,"(15, 0)",0.0,,,0.0,0.0,67.0,6.0
3.0,100,17,5,2,53001,505008,19,162,162,1,19,81,0.22333333333333333,0,8fc429db800bfb06,"(2, 1)",0.0,,,0.0,0.0,68.0,9.0
3.0,100,17,5,2,53001,505008,20,160,160,1,20,80,0.22666666666666666,0,8fc429db800bfb06,"(0, 1)",0.0,,,0.0,0.0,73.0,9.0
3.0,100,17,5,2,53001,505008,21,158,158,1,21,79,0.24333333333333335,0,8fc429db800bfb06,"(96, 1)",0.0,,,0.0,0.0,76.0,4.0
3.0,100,17,5,2,53001,505008,22,156,156,1,22,78,0.25333333333333335,0,8fc429db800bfb06,"(30, 1)",0.0,,,0.0,0.0,76.0,6.0
3.0,100,17,5,2,53001,505008,23,154,154,1,23,77,0.25333333333333335,0,8fc429db800bfb06,"(56, 1)",0.0,,,0.0,0.0,77.0,3.0
3.0,100,17,5,2,53001,505008,24,152,152,1,24,76,0.25666666666666665,0,8fc429db800bfb06,"(52, 0)",0.0,,,0.0,0.0,78.0,3.0
3.0,100,17,5,2,53001,505008,25,150,150,1,25,75,0.26,0,8fc429db800bfb06,"(41, 1)",0.0,,,0.0,0.0,81.0,5.0
3.0,100,17,5,2,53001,505008,26,148,148,1,26,74,0.27,0,8fc429db800bfb06,"(95, 0)",0.0,,,0.0,0.0,83.0,6.0
3.0,100,17,5,2,53001,505008,27,146,146,1,27,73,0.27666666666666667,0,8fc429db800bfb06,"(38, 0)",0.0,,,0.0,0.0,84.0,5.0
3.0,100,17,5,2,53001,505008,28,144,144,1,28,72,0.28,0,8fc429db800bfb06,"(68, 1)",0.0,,,0.0,0.0,86.0,5.0
3.0,100,17,5,2,53001,505008,29,142,142,1,29,71,0.2866666666666667,0,8fc429db800bfb06,"(88, 1)",0.0,,,0.0,0.0,88.0,8.0
3.0,100,17,5,2,53001,505008,30,140,140,1,30,70,0.29333333333333333,0,8fc429db800bfb06,"(26, 1)",0.0,,,0.0,0.0,93.0,15.0
3.0,100,17,5,2,53001,505008,31,138,138,1,31,69,0.31,0,8fc429db800bfb06,"(71, 0)",0.0,,,0.0,0.0,95.0,4.0
3.0,100,17,5,2,53001,505008,32,136,136,1,32,68,0.31666666666666665,0,8fc429db800bfb06,"(19, 0)",0.0,,,0.0,0.0,97.0,8.0
3.0,100,17,5,2,53001,505008,33,134,134,1,33,67,0.3233333333333333,0,8fc429db800bfb06,"(57, 0)",0.0,,,0.0,0.0,101.0,10.0
3.0,100,17,5,2,53001,505008,34,132,132,1,34,66,0.33666666666666667,0,8fc429db800bfb06,"(78, 1)",0.0,,,0.0,0.0,105.0,13.0
3.0,100,17,5,2,53001,505008,35,130,130,1,35,65,0.35,0,8fc429db800bfb06,"(49, 0)",0.0,,,0.0,0.0,106.0,6.0
3.0,100,17,5,2,53001,505008,36,128,128,1,36,64,0.35333333333333333,0,8fc429db800bfb06,"(62, 1)",0.0,,,0.0,0.0,108.0,2.0
3.0,100,17,5,2,53001,505008,37,126,126,1,37,63,0.36,0,8fc429db800bfb06,"(55, 0)",0.0,,,0.0,0.0,109.0,4.0
3.0,100,17,5,2,53001,505008,38,124,124,1,38,62,0.36333333333333334,0,8fc429db800bfb06,"(83, 1)",0.0,,,0.0,0.0,111.0,5.0
3.0,100,17,5,2,53001,505008,39,122,122,1,39,61,0.37,0,8fc429db800bfb06,"(3, 1)",0.0,,,0.0,0.0,114.0,5.0
3.0,100,17,5,2,53001,505008,40,120,120,1,40,60,0.38,0,8fc429db800bfb06,"(76, 1)",0.0,,,0.0,0.0,115.0,9.0
3.0,100,17,5,2,53001,505008,41,118,118,1,41,59,0.38333333333333336,0,8fc429db800bfb06,"(51, 1)",0.0,,,0.0,0.0,118.0,6.0
3.0,100,17,5,2,53001,505008,42,116,116,1,42,58,0.3933333333333333,0,8fc429db800bfb06,"(21, 0)",0.0,,,0.0,0.0,123.0,8.0
3.0,100,17,5,2,53001,505008,43,114,114,1,43,57,0.41,0,8fc429db800bfb06,"(81, 1)",0.0,,,0.0,0.0,127.0,11.0
